Id,Ticker,YoySuccess,Date,Eps,PbRatio,PeRatio,MarketCap,OneDay,SixMonths,CashFlowToSales,Roe,Roe1,Roe2,Roe3,Roe4,BvS,BvS1,BvS2,BvS3,BvS4,DivYield,DivYield1,DivYield2,DivYield3,DivYield4
2307,QNST,7,,-0.097,2.042,-111.308,584144250,-2,24,0.03937303,-0.03,0,0,0,0,5.26,5.55,4.97,4.49,3.2,0,0,0,0,0
2308,KZR,,,,2.803,-10218.751,551812543,2,-28,0,-0.03,0,0,0,0,4.47,3.2,4.09,10.6,0,0,0,0,0,0
2309,RMAX,7,,-0.84,1.054,-34.303,535668064,-3,-11,0.14042649,-0.03,0,0,0,0,27.19,28.46,27.95,27.15,26.44,0.0333,0.0248,0.0217,0.0205,0.0147
2310,UEIC,6,,0.38,1.741,90.628,480419965,0,-21,0.01173787,-0.03,0,0,0,0,19.86,22.55,19.77,18.85,17.67,0,0,0,0,0
2311,PRTS,5,,-0.2,4.075,-37.669,389463592,-4,5,-0.00403294,-0.03,0,0,0,0,2.26,1.97,0.35,1.11,1.15,0,0,0.0008,0.0042,0.0024
2312,CPLG,,,,0.451,-2.165,385446000,2,0,0.11231102,-0.03,0,0,0,0,15.11,18.13,22.08,0,0,0.0571,0.0864,0.0225,0,0
2313,BCOV,9,,0.14,3.732,66.556,359204316,-1,-7,0.10084654,-0.03,0,0,0,0,2.44,2.02,1.95,1.97,1.94,0,0,0,0,0
2314,LMNR,7,,-0.23,1.37,-74.587,256654098,-2,-9,0.02254453,-0.03,0,0,0,0,10.67,10.92,12.35,14.72,10.27,0.0226,0,0.0168,0.012,0.0102
2315,WLFC,7,,0.548429319,0.499,63.399,212514240,-1,14,0.28460257,-0.03,0,0,0,0,69.65,61.05,60.03,48.48,42.63,0,0.0197,0.0093,0.0148,0.008
2316,NGS,3,,-0.7,0.593,-15.236,139908000,1,-10,0.43342706,-0.03,0,0,0,0,18.01,19.02,18.89,20.07,20.05,0,0,0,0,0
2317,FLNT,9,,-0.13,0.551,-11.688,117566650,-3,32,-0.03930856,-0.03,0,0,0,0,2.67,2.76,2.66,2.7,4.03,0,0,0,0,0
2318,XELB,6,,-0.64,0.288,-1.757,21401586,-3,-8,-0.20313493,-0.03,0,0,0,0,3.82,4.49,5.2,5.46,5.28,0,0,0,0,0
2319,VAR,6,,2.96,7.495,0,15552000270,0,0,0.05081421,-0.04,0,0,0,0,23.06,19.43,17.41,16.5,18.24,0,0,0,0,0
2320,CDAY,,,,4.736,-139.903,10548681231,-2,-4,0.05680014,-0.04,0,0,0,0,15.18,14.3,13.25,13.43,0,0,0,0,0,0
2321,ZNGA,6,,-0.10248,2.833,-84.603,8815656000,-2,-6,0.07640593,-0.04,0,0,0,0,3.06,2.89,2.1,1.85,1.89,0,0,0,0,0
2322,SRCL,5,,-0.3,2.183,-188.332,5235630000,-1,-8,0.05090182,-0.04,0,0,0,0,26.22,26.56,25.61,29.71,33.96,0,0,0,0.0066,0.0059
2323,KMPR,7,,-1.835882747,0.937,-31.167,3755621400,-1,-5,0.00386998,-0.04,0,0,0,0,62.96,69.53,60.3,52.45,41.2,0.0213,0.0171,0.0134,0.013,0.0145
2324,TRIP,6,,-1.0963,4.423,-23.579,3489750000,-3,-3,0.31234669,-0.04,0,0,0,0,5.84,6.56,8.35,10.66,9.74,0,0,0.1245,0,0
2325,HP,5,,-3.04,1.149,-10.261,3346670817,-2,31,0.0921634,-0.04,0,0,0,0,27.01,30.72,36.74,40.26,38.38,0.0326,0.1621,0.0753,0.0458,0.0523
2326,INST,,,,2.566,-36.874,3269985139,-2,12,0.22422188,-0.04,0,0,0,0,9.2,1.05,0.93,0.92,0.36,0.0003,0,0,0,0
2327,CRS,4,,-1.01,1.172,-31.747,1558790000,-1,3,0.00326726,-0.04,0,0,0,0,27.43,28.83,30.06,31.87,31.48,0.0251,0.0212,0.0342,0.0172,0.0132
2328,VCYT,8,,-1.41931,1.315,-19.08,1441718370,-5,-13,-0.00813108,-0.04,0,0,0,0,20.6,7.91,5.19,2.15,1.1,0,0,0,0,0
2329,HSKA,6,,-0.11,3.034,-1151.725,1322180340,-4,-25,-0.06796749,-0.04,0,0,0,0,43.52,33.17,20.73,16.95,14.3,0,0,0,0,0
2330,MATW,7,,0.092469,1.699,371.693,1081627749,0,-17,0.08045398,-0.04,0,0,0,0,20.23,19.19,22.91,27.07,24.56,0.0256,0.038,0.0217,0.0186,0.011
2331,AC,5,,2.65,1.094,17.32,1025394960,-4,6,1.68589321,-0.04,0,0,0,0,41.89,40.19,39.78,37.55,38.59,0.0043,0.0092,0.0048,0.0051,0.0059
2332,AMWD,9,,-1.77,1.153,-29.977,890962386,-2,3,0.01316239,-0.04,0,0,0,0,46,44.22,41.39,36.82,33.23,0,0,0,0,0
2333,ADTN,5,,-0.17991,2.473,-102.273,883126381,1,22,-0.0341357,-0.04,0,0,0,0,7.44,7.77,7.95,9.32,10.34,0.0198,0.021,0.0382,0.0245,0.0224
2334,NPTN,7,,-0.776679955,5.227,-19.635,799511750,0,5,-0.02578393,-0.04,0,0,0,0,2.92,3.65,3.39,3.55,4.48,0,0,0,0,0
2335,SLCA,5,,-0.45,1.152,-20.611,695841300,-7,31,0.15300322,-0.04,0,0,0,0,8.21,8.36,9.63,13.67,17.23,0,0.0103,0.0471,0.0192,0.0074
2336,INSW,,,,0.47,-4.117,549604286,0,79,-0.08276193,-0.04,0,0,0,0,30.46,34.26,34.98,34.66,37.23,0.0745,0.0149,0,0,0
2337,PLYM,8,,-0.472637766,1.033,-34.319,515055243,-1,-23,0.40776297,-0.04,0,0,0,0,27.13,18.19,27.83,22.7,24.66,0.0611,0.0955,0.1264,0.1485,0.0473
2338,IIIV,,,,1.623,-105.468,470069037,-3,-6,0.34086956,-0.04,0,0,0,0,13.79,10.49,7.63,4.46,0,0,0,0,0,0
2339,ANIK,7,,0.29,1.571,109.07,450895310,-1,-24,0.05110509,-0.04,0,0,0,0,19.94,19.15,20.42,18.25,18.08,0,0,0,0,0
2340,NR,5,,-0.28,0.696,-12.615,322006851,-3,-17,-0.07388217,-0.04,0,0,0,0,5.13,5.41,6.11,6.33,6.41,0,0,0,0,0
2341,SBOW,4,,6.61,0.924,3.115,270294420,-1,94,0.27719682,-0.04,0,0,0,0,24.58,7.65,33.67,23.58,16.89,0,0,0,0,0
2342,SCOR,6,,-0.608833662,1.057,-4.715,235941995,-2,-19,0.06203929,-0.04,0,0,0,0,2.76,3.22,4.07,9.56,11.42,0.0202,0,0,0,0
2343,AGFS,,,,0.422,-147.443,97164900,-5,-4,-0.00597318,-0.04,0,0,0,0,4.48,8.2,6.51,7.3,8.18,0,0.0527,0,0,0
2344,MCHX,4,,-0.1,1.885,-22.11,97062000,-5,8,-0.02693197,-0.04,0,0,0,0,1.11,1.14,2.2,2.24,2.11,0,0,0,0.1291,0
2345,BBGI,7,,-0.04953,0.195,-36.547,51379485,-1,-31,-0.00001852,-0.04,0,0,0,0,9.27,9.43,10.26,10.02,10.33,0,0.048,0.052,0.0425,0.0146
2346,EYES,4,,-0.00043,0.397,-3044.39,27159000,-21,251,-36238.46154,-0.04,0,0,0,0,3.32,-0.03,3.96,0.37,1.16,0,0,0,0,0
2347,PULM,2,,-0.007447136,424.702,-999.042,20151672,0,-40,0.36275223,-0.04,0,0,0,0,0.02,16.09,13.17,57.41,104.66,0.0002,0,0,0,0
2348,SQ,9,,0.36,15.461,304.309,50601724160,-7,-21,0.04081523,-0.05,0,0,0,0,7.14,6.05,4.04,2.76,2.07,0,0,0,0,0
2349,ALTR,,,,7.131,-497.879,4378346980,-3,-7,0.04497774,-0.05,0,0,0,0,8.38,5.18,4.99,4.29,1.2,0,0,0,0,0
2350,NUVA,8,,-1.24,3.207,-39.794,2550233600,-2,-1,0.14552977,-0.05,0,0,0,0,15.47,17.87,17.62,16.24,15.63,0,0,0,0,0
2351,EVH,,,,2.889,-53.287,2003639820,-1,51,0.06193919,-0.05,0,0,0,0,8.06,7.3,11.2,14.79,15.71,0,0.0138,0,0,0
2352,EPAY,9,,-0.38,3.786,-106.037,1727125480,0,1,0.2336388,-0.05,0,0,0,0,10.66,9.39,9.34,8.13,6.92,0,0,0,0,0
2353,CTS,4,,-1.292998548,2.241,-24.814,1038865562,0,21,0.15104001,-0.05,0,0,0,0,14.32,13.11,12.39,11.44,10.45,0.005,0.0053,0.0053,0.0058,0.0059
2354,KIDS,,,,3.858,-53.472,869462220,-1,13,-0.13685439,-0.05,0,0,0,0,11.68,13,9.73,6.5,9.86,0,0,0,0,0.0716
2355,OPRX,9,,0.021433845,5.325,1850.486,699629862,-5,-61,0.05080065,-0.05,0,0,0,0,7.63,3.37,3.35,1.7,0.63,0,0,0,0,0
2356,CMTL,5,,-2.86,1.328,-9.05,664984635,-3,-39,16673.13305,-0.05,0,0,0,0,19.49,22.15,22.18,21.22,20.49,0.0155,0.0238,0.0152,0.0112,0.0416
2357,ATNI,7,,-1.52,1.054,-28.665,633727958,-1,44,0.1470687,-0.05,0,0,0,0,37.89,40.55,42.3,43.49,42.68,0.0171,0.0158,0.0117,0.0092,0.0201
2358,PETQ,,,,2.186,-34.615,552695940,-7,-26,0.00489796,-0.05,0,0,0,0,8.95,10.65,12.5,14.9,5.05,0,0,0,0,0
2359,WLDN,5,,-0.71373,2.061,-43.882,369356760,-3,-7,0.01803386,-0.05,0,0,0,0,15.2,14.34,14.99,15.58,8.27,0,0,0,0,0
2360,PKOH,6,,0.082644628,0.715,231.594,231593993,-4,16,-0.02591299,-0.05,0,0,0,0,26.78,28.45,27.51,24.31,22.62,0.0302,0.0094,0.019,0.0165,0.0127
2361,HBIO,3,,0.023580507,2.413,230.795,221793600,2,-39,-0.02252618,-0.05,0,0,0,0,2.38,1.98,2.16,2.27,2.33,0,0,0,0,0
2362,EEX,,,,-1.69,-2.583,201733713,-2,29,0.3773913,-0.05,0,0,0,0,-1.68,5.52,8.93,9.72,11.05,0,0.0186,0.028,0.0205,0.0103
2363,MITT,5,,6.480437893,0.286,1.563,162860012,-2,-26,0.33398642,-0.05,0,0,0,0,35.48,34.93,79.12,69.32,76.9,0,0.2832,0.1519,0.1351,0.1393
2364,KVHI,6,,-0.54,1.243,-16.42,160309600,1,13,-0.07418739,-0.05,0,0,0,0,7.08,7.46,8.59,5.83,6.44,0,0,0,0,0
2365,OSG,2,,-0.51,0.468,-3.427,158528045,4,63,0.03866179,-0.05,0,0,0,0,3.74,4.23,3.83,3.73,3.57,0,0,0,0,0
2366,MNTX,5,,-0.23,2.202,-30.244,138305813,4,-18,-0.00657944,-0.05,0,0,0,0,3.16,3.48,4.04,4.78,4.28,0,0,0,0,0
2367,ASUR,6,,0.2,0.718,35.577,113597400,4,-20,0.16952118,-0.05,0,0,0,0,9.95,9.15,8.85,7.32,5.86,0,0,0,0,0
2368,PAYS,6,,-0.054046226,8.219,-39.226,106746179,-1,42,0.44520927,-0.05,0,0,0,0,0.26,0.27,0.41,0.2,0.12,0,0,0,0,0
2369,GHM,5,,-0.83,0.796,-8.759,76843890,-2,18,0.03004354,-0.05,0,0,0,0,9.15,9.83,9.79,10.07,10.58,0.0458,0.0322,0.0329,0.0189,0.0167
2370,IZEA,5,,-0.05,0.848,-20.196,63428317,-3,-13,-0.05459652,-0.05,0,0,0,0,1.24,0.77,0.54,0.85,0.93,0,0,0,0,0
2371,GIFI,3,,-1.455465691,0.581,-2.725,60408519,-1,8,-0.24839299,-0.05,0,0,0,0,6.79,8.26,10.02,13.42,14.81,0,0,0,0,0.0031
2372,RMCF,3,,-0.056,2.402,-136.401,46607816,0,-14,0.07624275,-0.05,0,0,0,0,3.16,3.13,3.23,3.44,3.32,0.0013,0.0225,0.1033,0.0532,0.0399
2373,SAM,7,,1.184904739,5.566,376.111,5473541200,-3,-4,0.07505574,-0.06,0,0,0,0,81.07,78.89,62.44,39.61,35.19,0,0,0,0,0
2374,FRPT,9,,-0.69,5.284,-128.046,3802828057,-3,-47,-0.05711899,-0.06,0,0,0,0,16.77,9.91,3.65,3.44,3.39,0,0,0,0,0
2375,VCRA,8,,-0.25,16.695,-318.566,2706218450,0,0,0.23048018,-0.06,0,0,0,0,4.73,5.62,5.24,5.42,3.8,0,0,0,0,0
2376,SHAK,8,,-0.258348877,5.999,-283.839,2456629490,-5,-25,0.0680373,-0.06,0,0,0,0,10.46,10.97,9.52,7.99,6.55,0,0,0,0,0
2377,ODP,3,,-3.93,1.622,-11.212,2332127285,1,-13,0.02217479,-0.06,0,0,0,0,27.27,35.66,39.51,38.84,41.34,0,0.0052,0.042,0.0342,0.0302
2378,RIG,4,,-0.905053599,0.179,-3.387,2004900000,-5,10,0.1449505,-0.06,0,0,0,0,18.22,18.59,19.38,28.01,32.5,0,0,0,0,0
2379,RILY,8,,16.35075418,2.359,3.506,1560226824,-2,-11,0.14154675,-0.06,0,0,0,0,23.98,20.02,13.66,9.95,11.48,0.2273,0.0352,0.0561,0.0589,0.0386
2380,CLNE,4,,-0.422204202,1.699,-13.623,1268916692,-5,25,0.16897565,-0.06,0,0,0,0,3.35,2.56,2.61,2.81,2.84,0,0,0,0,0
2381,PUMP,,,,1.298,-19.8,1072840230,-1,-24,0.17966565,-0.06,0,0,0,0,8,8.64,9.65,9.55,5.41,0,0,0,0,0
2382,AXL,7,,0.044,1.943,177.567,887835000,-2,39,0.07647357,-0.06,0,0,0,0,4.04,3.28,8.68,13.28,13.8,0,0,0,0,0
2383,ANGO,4,,-0.68,1.778,-28.434,754824150,-1,12,-0.02275006,-0.06,0,0,0,0,10.88,11.46,11.98,16.4,14.64,0,0,0,0,0
2384,TIPT,8,,1.13,1.075,10.795,411642793,-2,-7,0.25545823,-0.06,0,0,0,0,11.53,10.52,11.51,11.15,10.3,0.0131,0.0338,0.0222,0.0233,0.0192
2385,HT,5,,-1.040385732,0.589,-8.17,328215286,-4,19,0.07213339,-0.06,0,0,0,0,14.43,16.13,20.76,22.67,20.13,0,0.0571,0.1319,0.0933,0.1033
2386,NNBR,7,,-0.300493059,0.73,-12.38,163720920,-1,-9,-0.00571872,-0.06,0,0,0,0,5.09,6.02,8.41,13.2,17.63,0,0.0142,0.024,0.0307,0.0096
2387,LJPC,5,,0.72,-1.792,6.084,119620960,0,55,0.28247871,-0.06,0,0,0,0,-2.43,-3.22,-2.07,1.41,4.16,0,0,0,0,0
2388,BRID,8,,-0.61,1.409,-19.199,105654324,-5,10,-0.02024432,-0.06,0,0,0,0,8.26,7.85,7.32,7.24,6.17,0,0,0,0,0
2389,RVI,,,,1.005,-3.806,67363230,0,1,0.6620782,-0.06,0,0,0,0,3.17,30.28,36.19,34.84,0,2.8205,0.3866,0.1181,0,0
2390,CNFR,7,,-0.11,0.553,-20.464,22387546,-1,-13,1.63281197,-0.06,0,0,0,0,4.18,4.61,4.81,4.93,6.71,0,0,0,0,0
2391,DGLY,4,,1.18,386.724,0.848,21603635,1,-24,-0.7086817,-0.06,0,0,0,0,0,0.66,-0.55,-0.17,0.12,0,0,0,0,0
2392,TRCH,,,,0,0,0,0,0,-0.00215543,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,SBAC,8,,2.146422539,-6.658,148.042,35178257405,0,16,0.49513077,-0.07,0,0,0,0,-47.72,-43.26,-32.51,-29.39,-21.68,0.0072,0.0069,0.0029,0,0
2394,PEG,6,,-1.29,2.286,-50.939,33008313418,0,8,0.11157467,-0.07,0,0,0,0,28.65,31.71,29.94,28.53,27.42,0.0312,0.0363,0.034,0.0378,0.039
2395,NUAN,5,,-0.09,9.919,-606.792,16217124214,0,2,0.14969497,-0.07,0,0,0,0,5.55,4.05,7.53,5.9,6.67,0,0,0,0,0
2396,VG,8,,-0.09955,8.298,-209.246,5125888060,0,4,0.10611153,-0.07,0,0,0,0,2.51,2.45,2.34,2.26,2.1,0,0,0,0,0
2397,KEX,5,,-4.11,1.373,-16.047,3962897470,-2,3,0.08779831,-0.07,0,0,0,0,48.06,51.48,56.38,53.95,56.25,0,0,0,0,0
2398,FTI,3,,0.647881074,0,9.986,2916029000,0,31,0.03020987,-0.07,0,0,0,0,0,9.26,17.1,22.71,28.69,0,0.0166,0.0424,0.0302,0.0054
2399,RLJ,7,,-1.896091737,0.918,-7.215,2201792724,-4,-11,0.1753481,-0.07,0,0,0,0,14.61,16.21,18.7,19.94,25.23,0,0.0408,0.0938,0.08,0.0545
2400,RAMP,5,,-0.5,2.01,-63.145,2136368520,-2,-45,0.11225451,-0.07,0,0,0,0,15.58,16.3,16.05,17.74,9.5,0,0,0,0,0
2401,IRBT,9,,1.079650419,2.573,60.686,1844256960,0,5,-0.1526073,-0.07,0,0,0,0,25.46,28.63,23.21,19.33,17.03,0,0,0,0,0
2402,ILPT,,,,1.426,12.366,1479987931,-2,-60,0.44462448,-0.07,0,0,0,0,15.93,15.41,15.31,16.03,8.65,0.0583,0.0623,0.057,0.0508,0.1054
2403,PDFS,4,,-0.577308509,4.734,-48.38,1039582530,-2,6,0.08665669,-0.07,0,0,0,0,5.9,6.81,6.05,6.21,6.19,0,0,0,0,0
2404,INGN,8,,-0.28,1.781,-104.122,659407592,-4,6,0.00757213,-0.07,0,0,0,0,16.46,15.91,15.79,14.6,10.98,0,0,0,0,0
2405,AEGN,5,,-1.04,1.382,-17.719,564544703,0,0,0.17108099,-0.07,0,0,0,0,13.29,13.98,14.54,15.24,16.6,0,0,0,0,0
2406,HLX,5,,-0.41,0.32,-8.559,526696560,-2,5,0.03673564,-0.07,0,0,0,0,10.98,11.68,11.52,11.03,10.79,0,0,0,0,0
2407,ZIXI,9,,-0.121168912,2.881,-67.261,432154989,0,0,0.1731301,-0.07,0,0,0,0,2.83,2.79,1.16,0.81,0.91,0,0,0,0,0
2408,OIS,1,,-1.06,0.547,-5.945,380448830,-4,-2,-0.02589675,-0.07,0,0,0,0,11.54,12.67,20.61,24.52,22.59,0,0,0,0,0
2409,KBAL,6,,-0.43,1.415,-19.232,302219190,-1,-10,-0.00996881,-0.07,0,0,0,0,5.79,6.49,6.64,5.88,5.17,0,0.0291,0.0316,0.0174,0.0168
2410,CSLT,8,,-0.41,2.177,-4.336,269630840,0,0,0.14730852,-0.07,0,0,0,0,0.82,1.19,1.41,1.4,1.01,0,0,0,0,0
2411,TNAV,5,,-0.019428428,2.676,-278.973,259444560,0,0,-0.00978763,-0.07,0,0,0,0,2.03,1.99,0.7,2.59,3.6,0,0,0,0,0
2412,VOXX,3,,-0.39,0.63,-10.75,240076115,-2,-12,-0.01640202,-0.07,0,0,0,0,15.75,16.97,15.52,16.74,18.77,0,0,0,0,0
2413,USX,7,,0.22,0.768,19.547,212475120,-4,-32,0.02816058,-0.07,0,0,0,0,5.58,5.24,4.72,7.97,0,0,0,0,0,0
2414,HCHC,6,,-1.88,0.314,-1.908,175547000,1,0,-0.01084056,-0.07,0,0,0,0,11.13,7.8,1.71,1.18,3.55,0,0,0.0138,0.0168,0.0564
2415,LEAF,5,,-0.32,1.863,-16.466,145886400,0,0,0.00969823,-0.07,0,0,0,0,2.9,1.84,2.71,2.85,3.96,0,0,0,0,0
2416,HNRG,5,,-0.12,0.409,-20.363,74529000,-1,114,0.1840596,-0.07,0,0,0,0,5.99,6.08,6.33,8.47,8.41,0,0.0303,0.0892,0.029,0.0231
2417,ISR,6,,-0.03,1.063,-21.154,71650290,-3,27,-0.72918182,-0.07,0,0,0,0,0.65,0.08,0.11,0.09,0.19,0.0001,0.0003,0.0004,0.0003,0.0003
2418,WSTL,2,,-0.17605,0.554,-4.487,12268700,-1,9,0.00317227,-0.07,0,0,0,0,1.43,2.04,2.65,3.37,3.4,0,0,0,0,0
2419,SES,2,,-0.033172,12.857,-261.664,3019520671,-4,-4,0,-0.08,0,0,0,0,0.68,-3.61,3.91,10.49,30.79,0,0,0,0,0
2420,FLR,3,,-3.112677849,2.157,-6.824,3003590880,-2,35,0.00364405,-0.08,0,0,0,0,9.85,7.33,10.62,21.11,23.91,0.0064,0.0118,0.0453,0.0233,0.014
2421,ITRI,5,,-1.730725022,2.382,-32.721,2658754800,-5,-6,0.02913609,-0.08,0,0,0,0,24.67,20.29,19.63,18.16,20.34,0,0,0,0,0
2422,KN,4,,1.63,1.332,12.931,1944761000,-3,-24,0.16516867,-0.08,0,0,0,0,15.81,14.21,14.14,13.45,12.67,0,0,0,0,0
2423,NP,6,,-1.49,2.434,-30.885,769026649,-4,-22,0.02807696,-0.08,0,0,0,0,18.79,21.86,24.12,23.16,23.8,0.0415,0.0373,0.0269,0.0235,0.016
2424,ATRO,4,,-0.82,1.445,-14.5,370868340,-3,-15,-0.07202416,-0.08,0,0,0,0,8.26,8.78,12.11,11.98,10.06,0,0,0,0,0
2425,XSPA,6,,0.03,1.507,41.735,139770272,-4,-22,0.26045679,-0.08,0,0,0,0,0.89,1.75,-3.82,18.79,110.06,0,0,0,0,0
2426,FTSI,,,,0.34,-6.979,90723660,0,0,0.12313675,-0.08,0,0,0,0,49.54,6.93,20.52,0,0,0,0,0,0,0
2427,BSQR,2,,-0.13,0.621,-10.836,24294400,-4,-18,-0.06647602,-0.08,0,0,0,0,2.35,0.66,0.75,1.44,2.5,0,0,0,0,0
2428,SDPI,6,,-0.02,3.39,-39.334,20839384,-6,1,-18.98566839,-0.08,0,0,0,0,0.23,0.17,0.28,0.6,0.59,0,0,0,0,0
2429,AGNC,5,,1.36,0.791,10.87,8141616110,-1,-5,-0.94255034,-0.09,0,0,0,0,18.66,20.09,20.42,22.46,24.41,0.1056,0.1127,0.114,0.1231,0.1161
2430,EQT,5,,-3.235815265,0.751,-6.533,7542582880,-1,121,0.31472297,-0.09,0,0,0,0,28.16,35.51,38.42,42,71.08,0,0.0018,0.0194,0.0061,0.002
2431,CBL,1,,0,13.961,-737513.644,5531352333,-2,13,0.06526223,-0.09,0,0,0,0,2.08,4.65,5.59,6.66,7.2,0.0274,0.3952,0.4642,0.2928,0.1819
2432,ANGI,8,,-0.1136,4.319,-68.659,4900740000,-8,-31,-0.00569075,-0.09,0,0,0,0,1.81,2.02,2.64,2.72,2.31,0,0,0.0027,0,0
2433,ALKS,8,,-0.3,3.628,-83.797,4036425360,0,1,0.11349381,-0.09,0,0,0,0,6.91,6.72,6.91,7.55,7.84,0,0,0,0,0
2434,UNIT,6,,0.61,-1.121,19.296,2386192061,-1,-9,0.37020945,-0.09,0,0,0,0,-10.45,-10.52,-8.36,-8.51,-7.26,0.0592,0.0541,0.1162,0.1232,0.1491
2435,AKCA,,,,3.196,42.57,1735670880,0,0,0.28665236,-0.09,0,0,0,0,5.84,3.4,0,0,0,0.0078,0,0,0,0
2436,BAND,,,,3.364,-50.726,1387973203,-3,-64,0.06153371,-0.09,0,0,0,0,17.13,18.99,11.93,5.86,6.09,0,0,0,0,0
2437,SCWX,8,,-0.489085277,1.916,-31.201,1241523080,-3,-31,0.09006207,-0.09,0,0,0,0,7.97,8.21,8.28,8.58,8.46,0,0,0,0,0
2438,GPRE,5,,-0.874489917,1.084,-15.607,1029925940,-4,41,-0.02159268,-0.09,0,0,0,0,27.45,18.68,19.73,23.48,24.01,0.009,0.0145,0.0652,0.0719,0.0567
2439,JRVR,7,,-5.258638706,1.408,-5.911,1021430036,-1,-6,-0.86770256,-0.09,0,0,0,0,19.46,26.04,25.72,23.73,23.58,0.0423,0.0273,0.0277,0.0319,0.0455
2440,NTGR,5,,1.63,1.147,16.178,798967223,-3,-3,-0.0068125,-0.09,0,0,0,0,23.04,23.06,19.68,19.84,22.76,0,0,0,0,0
2441,CRNX,,,,2.068,-6377.374,686466960,1,9,-25.22795638,-0.09,0,0,0,0,8.64,5.55,4.85,13.2,0,0,0,0,0,0
2442,OSPN,6,,-0.77,2.829,-20.329,621743538,-2,-23,-0.07021406,-0.09,0,0,0,0,5.49,6.43,6.59,6.32,5.98,0,0,0,0,0
2443,SRI,5,,0.13,1.678,145.837,496719478,-6,27,-0.01796871,-0.09,0,0,0,0,10.95,10.98,10.43,9.97,8.69,0,0,0,0,0
2444,FET,5,,-14.48507331,0.317,-1.271,104216000,-1,42,-0.11143666,-0.09,0,0,0,0,58.75,72.54,88.29,189.41,285.51,0,0,0,0,0
2445,PRGX,5,,-0.6,1.729,-6.686,91736550,0,0,0.18065849,-0.09,0,0,0,0,2.34,2.91,2.75,2.38,2.03,0,0,0,0,0
2446,AUMN,5,,-0.01,4.11,-27.828,58299469,-9,-40,0.06307942,-0.09,0,0,0,0,0.09,0.09,0.06,0.08,0.09,0,0,0,0,0
2447,SPRT,3,,0.023502134,1.176,90.796,40495120,-38,0,0.01250513,-0.09,0,0,0,0,1.79,1.75,2.54,3.03,3.11,0,0.8032,0,0,0
2448,PMD,6,,-0.118984,3.291,-60.597,40296690,0,-6,0.03210869,-0.09,0,0,0,0,2.19,2.26,3.05,3.4,3.39,0.0069,0.0264,0.0759,0.037,0.029
2449,UNAM,5,,-0.56,0.537,-4.976,14856852,-5,-48,-0.47202751,-0.09,0,0,0,0,5.22,6.6,10.38,10.54,11.3,0,0,0,0,0
2450,HUSA,5,,-0.153,975.761,-9.504,10061992,-8,204,-0.28923067,-0.09,0,0,0,0,0,0.93,1.11,1.58,1.7,0.0037,0.0147,0.0233,0.0188,0.0084
2451,TWLO,,,,2.503,-29.071,27614971006,-6,-53,-0.04837524,-0.1,0,0,0,0,75.19,57.62,32.9,4.51,3.94,0,0,0,0,0
2452,GWRE,9,,-0.79,6.469,-150.26,9993346729,-3,-11,0.12147972,-0.1,0,0,0,0,18.48,20,19.33,18.32,12.07,0,0,0,0,0
2453,PSTG,,,,11.055,-58.21,8339177969,-2,20,0.2548877,-0.1,0,0,0,0,2.64,2.8,3.28,3.18,2.35,0,0,0,0,0
2454,CSOD,9,,-0.665412908,9.844,-66.203,2646925300,0,201,0.2308316,-0.1,0,0,0,0,4.15,2.64,0.96,0.39,0.48,0,0,0,0,0
2455,GKOS,,,,4.107,-48.619,2411161830,-2,2,0.03713634,-0.1,0,0,0,0,12.56,15,18.02,4.92,4.02,0,0,0,0,0
2456,VCEL,8,,-0.16,9.073,-207.012,1546588114,-2,-9,0.13398017,-0.1,0,0,0,0,3.67,2.97,2.51,2.54,0.68,0,0,0,0,0
2457,DRQ,3,,-3.617034504,1.003,-7.033,900187825,-3,-4,-0.01833006,-0.1,0,0,0,0,25.44,29.54,30.43,29.57,33.95,0,0,0,0,0
2458,SRDX,8,,0.31,5.469,180.826,766159897,-2,-17,-0.1412584,-0.1,0,0,0,0,10.18,9.67,9.15,8.25,8.48,0,0,0,0,0
2459,RYAM,2,,1.040507247,0.481,5.93,391366815,-4,-3,0.00620368,-0.1,0,0,0,0,12.83,10.99,12.53,13.97,15.98,0,0,0.1095,0.04,0.0326
2460,MSON,8,,-0.986548802,2.88,-26.902,389359396,0,997,-0.1214115,-0.1,0,0,0,0,9.22,10,2.33,2.71,3.35,0,0,0,0,0
2461,XBIT,1,,-0.58,1.167,-18.046,314253755,-5,-55,-8.30972569,-0.1,0,0,0,0,8.97,11.31,19.4,1.16,1.73,0,0,0,0,0
2462,JILL,,,,-4.451,-7.062,198751846,-2,15,0.14073964,-0.1,0,0,0,0,-3.59,-10.58,4.41,24.99,21.38,0,0,1.3487,0,0
2463,ENZ,5,,0.16,2.565,22.336,175897150,3,-21,-0.06641577,-0.1,0,0,0,0,1.42,1.22,1.82,1.73,1.92,0,0,0,0,0
2464,GEVO,4,,-0.3,0.313,-2.892,171213574,-8,6,-79.655706,-0.1,0,0,0,0,9.62,2.57,5.95,18.21,77.97,0,0,0,0,0
2465,PESI,3,,0.07,1.725,83.83,69997790,-1,-4,-0.1520437,-0.1,0,0,0,0,3.26,2.82,2.56,2.33,2.42,0,0,0,0,0
